bin1 bin2 count p_value
180 765 9 2.3874580090677e-10
180 4506 10 7.132849866309243e-12
405 770 14 1.1102230246251565e-16
405 4296 10 7.132849866309243e-12
758 775 21 1.1102230246251565e-16
765 1085 14 1.1102230246251565e-16
765 2573 10 7.132849866309243e-12
765 4465 13 1.1102230246251565e-16
765 4656 17 1.1102230246251565e-16
770 4296 12 4.218847493575595e-15
1085 1546 12 4.218847493575595e-15
1085 4465 19 1.1102230246251565e-16
1085 4656 12 4.218847493575595e-15
1372 1814 23 1.1102230246251565e-16
1372 1832 11 1.8463008899516353e-13
1397 3082 10 7.132849866309243e-12
1457 3082 28 1.1102230246251565e-16
1550 4268 16 1.1102230246251565e-16
1611 4954 9 2.3874580090677e-10
1685 4531 9 2.3874580090677e-10
1703 4538 13 1.1102230246251565e-16
2310 4538 13 1.1102230246251565e-16
2566 4649 9 2.3874580090677e-10
2859 3569 11 1.8463008899516353e-13
2977 3082 25 1.1102230246251565e-16
3082 3843 9 2.3874580090677e-10
3082 4465 23 1.1102230246251565e-16
3082 4656 13 1.1102230246251565e-16
3082 5173 18 1.1102230246251565e-16
3287 4538 13 1.1102230246251565e-16
3569 4268 10 7.132849866309243e-12
3908 5197 10 7.132849866309243e-12
4204 4656 14 1.1102230246251565e-16
4268 4656 12 4.218847493575595e-15
4649 4954 10 7.132849866309243e-12
