chr1	4775758
chr1	4797755
chr1	4842222
chr1	4847633
chr1	4920668
chr1	5073254
chr1	6204611
chr1	6928559
chr1	7078778
chr1	7379424
chr1	8914985
chr1	8929149
chr1	9647612
chr1	9690416
chr1	9690901
chr1	9692405
chr1	9738478
chr1	9934165
chr1	9958175
chr1	10027987
chr1	10029957
chr1	11114826
chr1	11392148
chr1	11595283
chr1	12424966
chr1	13060013
chr1	13060583
chr1	13061562
chr1	13068546
chr1	13085202
chr1	13086037
chr1	13094163
chr1	13362748
chr1	13364843
chr1	13580249
chr1	13650577
chr1	15334746
chr1	15795772
chr1	16094465
chr1	16509305
chr1	16609601
chr1	16647104
chr1	16655382
chr1	16678794
chr1	17105745
chr1	17504121
chr1	20810303
chr1	20880721
chr1	20941464
chr1	21069589
chr1	21077479
chr1	21173407
chr1	21712645
chr1	22317592
chr1	22591708
chr1	23183043
chr1	23262845
chr1	23390010
chr1	23540091
chr1	23540708
chr1	23541142
chr1	23965895
chr1	23975342
chr1	24012465
chr1	24107053
chr1	24361937
chr1	24619181
chr1	24685330
chr1	27213704
chr1	27755251
chr1	28949491
chr1	30422299
chr1	30530766
chr1	30930871
chr1	31006780
chr1	31110031
chr1	32840403
chr1	33206691
chr1	33432532
chr1	33477254
chr1	33726714
chr1	33776660
chr1	33814527
chr1	33871364
chr1	33960640
chr1	33964301
chr1	33978007
chr1	34001927
chr1	34131649
chr1	34165824
chr1	34496763
chr1	34516472
chr1	34611181
chr1	34809941
chr1	34858653
chr1	34900027
chr1	35943777
chr1	36119949
chr1	36125233
chr1	36301107
chr1	36364638
chr1	36371857
chr1	36425959
chr1	36501999
chr1	36568525
chr1	36604046
chr1	36766791
chr1	36828205
chr1	36996396
chr1	36996911
chr1	37039659
chr1	37042619
chr1	37158665
chr1	37487068
chr1	37598103
chr1	37921634
chr1	37929193
chr1	37947433
chr1	38053935
chr1	38054982
chr1	38186977
chr1	38188094
chr1	38954972
chr1	39044707
chr1	39167989
chr1	39424500
chr1	39535556
chr1	39592631
chr1	39634406
chr1	39732705
chr1	39857185
chr1	39957641
chr1	40329693
chr1	41455193
chr1	41455578
chr1	41813532
chr1	42908156
chr1	43149507
chr1	43155471
chr1	43502655
chr1	43884539
chr1	43990913
chr1	44159209
chr1	44175632
chr1	44176752
chr1	44204789
chr1	45658381
chr1	45852388
chr1	45982607
chr1	46910253
chr1	48023798
chr1	48211929
chr1	48938465
chr1	49922747
chr1	50191075
chr1	50984403
chr1	51535222
chr1	51681494
chr1	51783329
chr1	52065507
chr1	52170580
chr1	52176161
chr1	52290078
chr1	52585836
chr1	52687618
chr1	52901989
chr1	53010002
chr1	53244407
chr1	53353807
chr1	53370543
chr1	53409528
chr1	53842011
chr1	54155716
chr1	54307664
chr1	54495840
chr1	54614627
chr1	55084502
chr1	55109501
chr1	55145216
chr1	55187864
chr1	55294099
chr1	57434522
chr1	57463299
chr1	58026893
chr1	58052656
chr1	58449551
chr1	58480852
chr1	58502405
chr1	58562039
chr1	58643135
chr1	58768504
chr1	59030490
chr1	59176726
chr1	59294007
chr1	59538308
chr1	59539019
chr1	59727627
chr1	59741858
chr1	59820122
chr1	59969863
chr1	60155106
chr1	60237109
chr1	60400020
chr1	60466586
chr1	60623577
chr1	60626168
chr1	62891610
chr1	63161250
chr1	63223727
chr1	63247068
chr1	63370262
chr1	63370533
chr1	63492542
chr1	63718078
chr1	63777243
chr1	63953128
chr1	64168464
chr1	64352512
chr1	64579474
chr1	64663745
chr1	64737169
chr1	64784291
chr1	64784644
chr1	65003291
chr1	65156545
chr1	65225627
chr1	65233304
chr1	66747485
chr1	66863451
chr1	66864108
chr1	67085411
chr1	67146673
chr1	69878925
chr1	71149473
chr1	71564919
chr1	71603795
chr1	71699711
chr1	72258814
chr1	72263393
chr1	72272451
chr1	72272986
chr1	72283138
chr1	72283726
chr1	72290982
chr1	72301851
chr1	72330806
chr1	72353923
chr1	72629630
chr1	72687735
chr1	72743071
chr1	72757908
chr1	72851903
chr1	72852631
chr1	72871126
chr1	73010244
chr1	74182859
chr1	74282927
chr1	74378932
chr1	74433598
chr1	74444202
chr1	74552375
chr1	74647925
chr1	74708330
chr1	74863611
chr1	75121488
chr1	75139260
chr1	75165118
chr1	75188810
